Page,OriginalDate,DaysSinceStart,Prompt
9168,2014-12-29,2085,[A6A6I4] ====>
9169,2014-12-29,2085,[A6A6I4] ====>
9170,2014-12-29,2085,[A6A6I4] ====>
9171,2014-12-29,2085,[A6A6I4] ====>
9172,2014-12-29,2085,[A6A6I4] ====>
9173,2014-12-29,2085,[A6A6I4] ====>
9174,2014-12-31,2087,[A6A6I4] ====>
9175,2014-12-31,2087,[A6A6I4] ====>
9176,2014-12-31,2087,[A6A6I4] ====>
9177,2014-12-31,2087,[A6A6I4] ====>
9178,2014-12-31,2087,[A6A6I4] ====>
9179,2014-12-31,2087,[A6A6I4] ====>
9180,2014-12-31,2087,[A6A6I4] ====>
9181,2014-12-31,2087,[A6A6I4] ====>
9182,2014-12-31,2087,[A6A6I4] ====>
9183,2014-12-31,2087,[A6A6I4] ====>
9184,2015-01-02,2089,[A6A6I4] ====>
9185,2015-01-02,2089,[A6A6I4] ====>
9186,2015-01-02,2089,[A6A6I4] ====>
9187,2015-01-02,2089,[A6A6I4] ====>
9188,2015-01-02,2089,[???????]
9189,2015-01-02,2089,[A6A6I4] ====>
9190,2015-01-02,2089,[A6A6I4] ====>
9191,2015-01-02,2089,[A6A6I4] ====>
9192,2015-01-02,2089,[A6A6I4] ====>
9193,2015-01-02,2089,[A6A6I4] ====>
9194,2015-01-02,2089,[A6A6I4] ====>
9195,2015-01-02,2089,[A6A6I4] ====>
9196,2015-01-02,2089,[A6A6I4] ====>
9197,2015-01-02,2089,[A6A6I4] ====>
9198,2015-01-02,2089,[A6A6I4] ====>
9199,2015-01-02,2089,[A6A6I4] ====>
9200,2015-01-02,2089,[A6A6I4] ====>
9201,2015-01-02,2089,[A6A6I4] ====>
9202,2015-01-05,2092,[A6A6I4] ====>
9203,2015-01-05,2092,[A6A6I4] ====>
9204,2015-01-05,2092,[???????]
9205,2015-01-05,2092,[A6A6I4] ====>
9206,2015-01-05,2092,[A6A6I4] ====>
9207,2015-01-05,2092,[A6A6I4] ====>
9208,2015-01-05,2092,[A6A6I4] ====>
9209,2015-01-05,2092,[A6A6I4] ====>
9210,2015-01-05,2092,[A6A6I4] ====>
9211,2015-01-05,2092,[A6A6I4] ====>
9212,2015-01-05,2092,[A6A6I4] ====>
9213,2015-01-05,2092,[A6A6I4] ====>
9214,2015-01-05,2092,[A6A6I4] ====>
9215,2015-01-05,2092,[A6A6I4] ====>
9216,2015-01-05,2092,[A6A6I4] ====>
9217,2015-01-05,2092,[A6A6I4] ====>
9218,2015-01-05,2092,[A6A6I4] ====>
9219,2015-01-07,2094,[A6A6I4] ====>
9220,2015-01-07,2094,[A6A6I4] ====>
9221,2015-01-07,2094,[A6A6I4] ====>
9222,2015-01-07,2094,[???????]
9223,2015-01-07,2094,[A6A6I4] ====>
9224,2015-01-07,2094,[A6A6I4] ====>
9225,2015-01-07,2094,[A6A6I4] ====>
9226,2015-01-07,2094,[A6A6I4] ====>
9227,2015-01-07,2094,[A6A6I4] ====>
9228,2015-01-07,2094,[A6A6I4] ====>
9229,2015-01-07,2094,[A6A6I4] ====>
9230,2015-01-07,2094,[A6A6I4] ====>
9231,2015-01-07,2094,[A6A6I4] ====>
9232,2015-01-07,2094,[A6A6I4] ====>
9233,2015-01-07,2094,[A6A6I4] ====>
9234,2015-01-07,2094,[A6A6I4] ====>
9235,2015-01-07,2094,[A6A6I4] ====>
9236,2015-01-07,2094,[A6A6I4] ====>
9237,2015-01-07,2094,[A6A6I4] ====>
9238,2015-01-09,2096,[A6A6I4] ====>
9239,2015-01-09,2096,[A6A6I4] ====>
9240,2015-01-09,2096,[A6A6I4] ====>
9241,2015-01-09,2096,[A6A6I4] ====>
9242,2015-01-09,2096,[A6A6I4] ====>
9243,2015-01-09,2096,[A6A6I4] ====>
9244,2015-01-09,2096,[A6A6I4] ====>
9245,2015-01-09,2096,[A6A6I4] ====>
9246,2015-01-09,2096,[A6A6I4] ====>
9247,2015-01-09,2096,[A6A6I4] ====>
9248,2015-01-09,2096,[A6A6I4] ====>
9249,2015-01-09,2096,[A6A6I4] ====>
9250,2015-01-09,2096,[A6A6I4] ====>
9251,2015-01-09,2096,[A6A6I4] ====>
9252,2015-01-09,2096,[A6A6I4] ====>
9253,2015-01-09,2096,[A6A6I4] ====>
9254,2015-01-09,2096,[A6A6I4] ====>
9255,2015-01-12,2099,[A6A6I4] ====>
9256,2015-01-12,2099,[A6A6I4] ====>
9257,2015-01-12,2099,[A6A6I4] ====>
9258,2015-01-12,2099,[A6A6I4] ====>
9259,2015-01-12,2099,[A6A6I4] ====>
9260,2015-01-12,2099,[A6A6I4] ====>
9261,2015-01-12,2099,[A6A6I4] ====>
9262,2015-01-12,2099,[A6A6I4] ====>
9263,2015-01-12,2099,[???????]
9264,2015-01-12,2099,[A6A6I4] ====>
9265,2015-01-12,2099,[A6A6I4] ====>
9266,2015-01-12,2099,[A6A6I4] ====>
9267,2015-01-12,2099,[A6A6I4] ====>
9268,2015-01-12,2099,[A6A6I4] ====>
9269,2015-01-12,2099,[A6A6I4] ====>
9270,2015-01-12,2099,[A6A6I4] ====>
9271,2015-01-12,2099,[A6A6I4] ====>
9272,2015-01-12,2099,[A6A6I4] ====>
9273,2015-01-12,2099,[A6A6I4] ====>
9274,2015-01-12,2099,[A6A6I4] ====>
9275,2015-01-12,2099,[A6A6I4] ====>
9276,2015-01-12,2099,[A6A6I4] ====>
9277,2015-01-12,2099,[A6A6I4] ====>
9278,2015-01-12,2099,[A6A6I4] ====>
9279,2015-01-14,2101,[A6A6I4] ====>
9280,2015-01-14,2101,[A6A6I4] ====>
9281,2015-01-14,2101,[A6A6I4] ====>
9282,2015-01-14,2101,[A6A6I4] ====>
9283,2015-01-14,2101,[A6A6I4] ====>
9284,2015-01-14,2101,[A6A6I4] ====>
9285,2015-01-14,2101,[A6A6I4] ====>
9286,2015-01-14,2101,[A6A6I4] ====>
9287,2015-01-14,2101,[A6A6I4] ====>
9288,2015-01-14,2101,[A6A6I4] ====>
9289,2015-01-16,2103,[A6A6I4] ====>
9290,2015-01-16,2103,[A6A6I4] ====>
9291,2015-01-16,2103,[A6A6I4] ====>
9292,2015-01-16,2103,[A6A6I4] ====>
9293,2015-01-16,2103,[A6A6I4] ====>
9294,2015-01-16,2103,[A6A6I4] ====>
9295,2015-01-16,2103,[A6A6I4] ====>
9296,2015-01-16,2103,[A6A6I4] ====>
9297,2015-01-16,2103,[A6A6I4] ====>
9298,2015-01-16,2103,[A6A6I4] ====>
9299,2015-01-16,2103,[A6A6I4] ====>
9300,2015-01-16,2103,[A6A6I4] ====>
9301,2015-01-16,2103,[A6A6I4] ====>
9302,2015-01-16,2103,[A6A6I4] ====>
9303,2015-01-16,2103,[A6A6I4] ====>
9304,2015-01-16,2103,[A6A6I4] ====>
9305,2015-01-19,2106,[S][A6A6I4] ====>
9306,2015-01-19,2106,[A6A6I4] ====>
9307,2015-01-19,2106,[A6A6I4] ====>
9308,2015-01-19,2106,[A6A6I4] ====>
9309,2015-04-13,2190,[S] ACT 6 ACT 6 ACT 5
9310,2015-04-13,2190,AH. SO NICE OF YOU TO JOIN ME.
9311,2015-04-13,2190,MY MASTERPIECE!
9312,2015-04-13,2190,LET US BEGIN.
9313,2015-04-13,2190,SO I WILL SHOW YOU WHAT I SAW.
9314,2015-04-13,2190,AH YES. MOVIE MAGIC AT ITS BEST.
9315,2015-04-13,2190,"ALSO, LOOK CLOSELY."
9316,2015-04-13,2190,ONE MORE BANNER PIECE OF SWAG IN MY POSSESSION.
9317,2015-04-13,2190,HERE I AM LORDING IT OVER MY MINIONS.
9318,2015-04-13,2190,WHEN SUDDENLY.
9319,2015-04-13,2190,BUT THEN.
9320,2015-04-13,2190,"THEY ARE ALL FRISKY, AND READY TO FIGHT."
9321,2015-04-14,2191,LIKE I SAID. I HAVE A SUPERIOR WEAPON.
9322,2015-04-14,2191,AND RULES AND STUFF.
9323,2015-04-14,2191,"AND JUST LIKE THAT, THEY WERE GONE."
9324,2015-04-14,2191,IT BECAME MYSTERIOUSLY INTANGIBLE.
9325,2015-04-14,2191,SO IN THE BLINK OF AN EYE.
9326,2015-04-14,2191,I SHOULD ALSO RELEVANTLY MENTION.
9327,2015-04-14,2191,NOW IS WHEN THE PUMMELING BEGINS.
9328,2015-04-14,2191,I'M MOSTLY TOYING WITH THEM THOUGH.
9329,2015-04-14,2191,SO.
9330,2015-04-14,2191,"I'M RUINING THEM, REALLY."
9331,2015-04-14,2191,IT WAS A PRETTY GOOD FIGHT BETWEEN US.
9332,2015-04-14,2191,"MY OVERCONFIDENCE, WAS MY ACHILLES DOWNFALL THOUGH."
9333,2015-04-14,2191,AND BY UPSET.
9334,2015-04-15,2192,THE HOPE... MY GOD.
9335,2015-04-15,2192,"WELL, MY SECOND MAYBE."
9336,2015-04-15,2192,IT SEEMS THAT HOPE POWER IS OVERWHELMING.
9337,2015-04-15,2192,I GET DUNKED AS FUCK.
9338,2015-04-15,2192,"MEANWHILE, STRIDER REGROUPS FROM HIS TROUNCING."
9339,2015-04-15,2192,SO I GET UP. AND...
9340,2015-04-15,2192,SO BASICALLY.
9341,2015-04-15,2192,THE SWEATY MUSCULAR GHOST APPEARS OUT OF NOWHERE.
9342,2015-04-15,2192,THIS GIVES DIRK JUST THE TIME HE NEEDS.
9343,2015-04-15,2192,I THINK HE THOUGHT HE COULD DESTROY MY SOUL.
9344,2015-04-15,2192,AT THIS POINT.
9345,2015-04-15,2192,"YES, NEVER TO BE FOUND."
9346,2015-04-15,2192,"IT WILL BE TIME, INDEED, FOR ME TO GET..."
9347,2015-04-15,2192,"AND NOW, IF YOU WILL EXCUSE ME."
9348,2015-04-22,2199,[S] MSPA Reader: Mental breakdown.
9349,2015-04-23,2200,[S] ACT 6 ACT 6 INTERMISSION 5
9350,2015-04-26,2203,[A6A6I5] ====>
9351,2015-04-26,2203,[A6A6I5] ====>
9352,2015-04-26,2203,[A6A6I5] ====>
9353,2015-04-26,2203,[A6A6I5] ====>
9354,2015-04-26,2203,[A6A6I5] ====>
9355,2015-04-26,2203,[A6A6I5] ====>
9356,2015-04-26,2203,[A6A6I5] ====>
9357,2015-04-27,2204,[A6A6I5] ====>
9358,2015-04-27,2204,[A6A6I5] ====>
9359,2015-04-27,2204,[A6A6I5] ====>
9360,2015-04-27,2204,[A6A6I5] ====>
9361,2015-04-27,2204,[A6A6I5] ====>
9362,2015-04-27,2204,[A6A6I5] ====>
9363,2015-04-27,2204,[A6A6I5] ====>
9364,2015-04-28,2205,[A6A6I5] ====>
9365,2015-04-28,2205,[A6A6I5] ====>
9366,2015-04-28,2205,[A6A6I5] ====>
9367,2015-04-28,2205,[A6A6I5] ====>
9368,2015-04-28,2205,[A6A6I5] ====>
9369,2015-04-28,2205,[A6A6I5] ====>
9370,2015-04-28,2205,[A6A6I5] ====>
9371,2015-04-28,2205,[A6A6I5] ====>
9372,2015-04-28,2205,[A6A6I5] ====>
9373,2015-04-28,2205,[A6A6I5] ====>
9374,2015-04-28,2205,[A6A6I5] ====>
9375,2015-04-28,2205,[A6A6I5] ====>
9376,2015-04-28,2205,[A6A6I5] ====>
9377,2015-04-28,2205,[A6A6I5] ====>
9378,2015-04-29,2206,[A6A6I5] ====>
9379,2015-04-29,2206,[A6A6I5] ====>
9380,2015-04-29,2206,[A6A6I5] ====>
9381,2015-04-29,2206,[A6A6I5] ====>
9382,2015-04-29,2206,[A6A6I5] ====>
9383,2015-04-29,2206,[A6A6I5] ====>
9384,2015-04-29,2206,[A6A6I5] ====>
9385,2015-04-29,2206,[A6A6I5] ====>
9386,2015-04-30,2207,[A6A6I5] ====>
9387,2015-04-30,2207,[A6A6I5] ====>
9388,2015-04-30,2207,[A6A6I5] ====>
9389,2015-04-30,2207,[A6A6I5] ====>
9390,2015-04-30,2207,[A6A6I5] ====>
9391,2015-04-30,2207,[A6A6I5] ====>
9392,2015-04-30,2207,[A6A6I5] ====>
9393,2015-05-03,2210,[A6A6I5] ====>
9394,2015-05-03,2210,[A6A6I5] ====>
9395,2015-05-03,2210,[A6A6I5] ====>
9396,2015-05-03,2210,[A6A6I5] ====>
9397,2015-05-04,2211,[A6A6I5] ====>
9398,2015-05-04,2211,[A6A6I5] ====>
9399,2015-05-04,2211,[A6A6I5] ====>
9400,2015-05-05,2212,[A6A6I5] ====>
9401,2015-05-05,2212,[A6A6I5] ====>
9402,2015-05-06,2213,[A6A6I5] ====>
9403,2015-05-06,2213,[A6A6I5] ====>
9404,2015-05-06,2213,[A6A6I5] ====>
9405,2015-05-06,2213,[A6A6I5] ====>
9406,2015-05-06,2213,[A6A6I5] ====>
9407,2015-05-06,2213,[A6A6I5] ====>
9408,2015-05-07,2214,[A6A6I5] ====>
9409,2015-05-07,2214,[A6A6I5] ====>
9410,2015-05-10,2217,[A6A6I5] ====>
9411,2015-05-10,2217,[A6A6I5] ====>
9412,2015-05-10,2217,[A6A6I5] ====>
9413,2015-05-11,2218,[A6A6I5] ====>
9414,2015-05-11,2218,[A6A6I5] ====>
9415,2015-05-11,2218,[A6A6I5] ====>
9416,2015-05-12,2219,[A6A6I5] ====>
9417,2015-05-12,2219,[A6A6I5] ====>
9418,2015-05-12,2219,[A6A6I5] ====>
9419,2015-05-12,2219,[A6A6I5] ====>
9420,2015-05-12,2219,[A6A6I5] ====>
9421,2015-05-12,2219,[A6A6I5] ====>
9422,2015-05-12,2219,[A6A6I5] ====>
9423,2015-05-12,2219,[A6A6I5] ====>
9424,2015-05-12,2219,[A6A6I5] ====>
9425,2015-05-12,2219,[A6A6I5] ====>
9426,2015-05-12,2219,[A6A6I5] ====>
9427,2015-05-12,2219,[A6A6I5] ====>
9428,2015-05-12,2219,[A6A6I5] ====>
9429,2015-05-12,2219,[A6A6I5] ====>
9430,2015-05-13,2220,[A6A6I5] ====>
9431,2015-05-13,2220,[A6A6I5] ====>
9432,2015-05-13,2220,[A6A6I5] ====>
9433,2015-05-13,2220,[A6A6I5] ====>
9434,2015-05-13,2220,[A6A6I5] ====>
9435,2015-05-13,2220,[A6A6I5] ====>
9436,2015-05-13,2220,[A6A6I5] ====>
9437,2015-05-15,2222,[A6A6I5] ====>
9438,2015-05-15,2222,[A6A6I5] ====>
9439,2015-05-15,2222,[A6A6I5] ====>
9440,2015-05-15,2222,[A6A6I5] ====>
9441,2015-05-15,2222,[A6A6I5] ====>
9442,2015-05-15,2222,[A6A6I5] ====>
9443,2015-05-15,2222,[A6A6I5] ====>
9444,2015-05-15,2222,[A6A6I5] ====>
9445,2015-05-15,2222,[A6A6I5] ====>
9446,2015-05-15,2222,[A6A6I5] ====>
9447,2015-05-15,2222,[A6A6I5] ====>
9448,2015-05-15,2222,[A6A6I5] ====>
9449,2015-05-15,2222,[A6A6I5] ====>
9450,2015-05-15,2222,[A6A6I5] ====>
9451,2015-05-15,2222,[A6A6I5] ====>
9452,2015-05-15,2222,[A6A6I5] ====>
9453,2015-05-15,2222,[A6A6I5] ====>
9454,2015-05-15,2222,[A6A6I5] ====>
9455,2015-05-15,2222,[A6A6I5] ====>
9456,2015-05-25,2232,[A6A6I5] ====>
9457,2015-05-25,2232,[A6A6I5] ====>
9458,2015-05-25,2232,[A6A6I5] ====>
9459,2015-05-25,2232,[A6A6I5] ====>
9460,2015-05-25,2232,[A6A6I5] ====>
9461,2015-05-25,2232,[A6A6I5] ====>
9462,2015-05-25,2232,[A6A6I5] ====>
9463,2015-05-25,2232,[A6A6I5] ====>
9464,2015-05-25,2232,[A6A6I5] ====>
9465,2015-05-25,2232,[A6A6I5] ====>
9466,2015-05-25,2232,[A6A6I5] ====>
9467,2015-05-25,2232,[A6A6I5] ====>
9468,2015-05-25,2232,[A6A6I5] ====>
9469,2015-05-25,2232,[A6A6I5] ====>
9470,2015-05-25,2232,[A6A6I5] ====>
9471,2015-05-25,2232,[A6A6I5] ====>
9472,2015-05-25,2232,[A6A6I5] ====>
9473,2015-05-25,2232,[A6A6I5] ====>
9474,2015-05-26,2233,[A6A6I5] ====>
9475,2015-05-26,2233,[A6A6I5] ====>
9476,2015-05-26,2233,[A6A6I5] ====>
9477,2015-05-26,2233,[A6A6I5] ====>
9478,2015-05-26,2233,[A6A6I5] ====>
9479,2015-05-26,2233,[A6A6I5] ====>
9480,2015-05-26,2233,[A6A6I5] ====>
9481,2015-05-26,2233,[A6A6I5] ====>
9482,2015-05-26,2233,[A6A6I5] ====>
9483,2015-05-27,2234,[A6A6I5] ====>
9484,2015-05-27,2234,[A6A6I5] ====>
9485,2015-05-27,2234,[A6A6I5] ====>
9486,2015-05-27,2234,[A6A6I5] ====>
9487,2015-05-27,2234,[A6A6I5] ====>
9488,2015-05-27,2234,[A6A6I5] ====>
9489,2015-05-27,2234,[A6A6I5] ====>
9490,2015-05-27,2234,[A6A6I5] ====>
9491,2015-05-27,2234,[A6A6I5] ====>
9492,2015-05-27,2234,[A6A6I5] ====>
9493,2015-05-28,2235,[A6A6I5] ====>
9494,2015-05-28,2235,[A6A6I5] ====>
9495,2015-05-28,2235,[A6A6I5] ====>
9496,2015-05-28,2235,[A6A6I5] ====>
9497,2015-05-28,2235,[A6A6I5] ====>
9498,2015-05-28,2235,[A6A6I5] ====>
9499,2015-05-28,2235,[A6A6I5] ====>
9500,2015-05-31,2238,[A6A6I5] ====>
9501,2015-05-31,2238,[A6A6I5] ====>
9502,2015-05-31,2238,[A6A6I5] ====>
9503,2015-05-31,2238,[A6A6I5] ====>
9504,2015-05-31,2238,[A6A6I5] ====>
9505,2015-05-31,2238,[A6A6I5] ====>
9506,2015-05-31,2238,[A6A6I5] ====>
9507,2015-05-31,2238,[A6A6I5] ====>
9508,2015-05-31,2238,[A6A6I5] ====>
9509,2015-05-31,2238,[A6A6I5] ====>
9510,2015-05-31,2238,[A6A6I5] ====>
9511,2015-05-31,2238,[A6A6I5] ====>
9512,2015-06-01,2239,[A6A6I5] ====>
9513,2015-06-01,2239,[A6A6I5] ====>
9514,2015-06-01,2239,[A6A6I5] ====>
9515,2015-06-01,2239,[A6A6I5] ====>
9516,2015-06-01,2239,[A6A6I5] ====>
9517,2015-06-01,2239,[A6A6I5] ====>
9518,2015-06-01,2239,[A6A6I5] ====>
9519,2015-06-01,2239,[A6A6I5] ====>
9520,2015-06-01,2239,[A6A6I5] ====>
9521,2015-06-01,2239,[A6A6I5] ====>
9522,2015-06-01,2239,[A6A6I5] ====>
9523,2015-06-01,2239,[A6A6I5] ====>
9524,2015-06-02,2240,[A6A6I5] ====>
9525,2015-06-02,2240,[A6A6I5] ====>
9526,2015-06-02,2240,[A6A6I5] ====>
9527,2015-06-02,2240,[A6A6I5] ====>
9528,2015-06-02,2240,[A6A6I5] ====>
9529,2015-06-02,2240,[A6A6I5] ====>
9530,2015-06-02,2240,[A6A6I5] ====>
9531,2015-06-02,2240,[A6A6I5] ====>
9532,2015-06-02,2240,[A6A6I5] ====>
9533,2015-06-02,2240,[A6A6I5] ====>
9534,2015-06-02,2240,[A6A6I5] ====>
9535,2015-06-03,2241,[S][A6A6I5] ====>
9536,2015-06-04,2242,[A6A6I5] ====>
9537,2015-06-04,2242,[A6A6I5] ====>
9538,2015-06-04,2242,[A6A6I5] ====>
9539,2015-06-04,2242,[A6A6I5] ====>
9540,2015-06-04,2242,[A6A6I5] ====>
9541,2015-06-04,2242,[A6A6I5] ====>
9542,2015-06-04,2242,[A6A6I5] ====>
9543,2015-06-04,2242,[A6A6I5] ====>
9544,2015-06-04,2242,[A6A6I5] ====>
9545,2015-06-04,2242,[A6A6I5] ====>
9546,2015-06-04,2242,[A6A6I5] ====>
9547,2015-06-14,2252,[A6A6I5] ====>
9548,2015-06-14,2252,[A6A6I5] ====>
9549,2015-06-14,2252,[A6A6I5] ====>
9550,2015-06-14,2252,[A6A6I5] ====>
9551,2015-06-14,2252,[A6A6I5] ====>
9552,2015-06-15,2253,[A6A6I5] ====>
9553,2015-06-15,2253,[A6A6I5] ====>
9554,2015-06-15,2253,[A6A6I5] ====>
9555,2015-06-15,2253,[A6A6I5] ====>
9556,2015-06-15,2253,[A6A6I5] ====>
9557,2015-06-15,2253,[A6A6I5] ====>
9558,2015-06-15,2253,[A6A6I5] ====>
9559,2015-06-15,2253,[A6A6I5] ====>
9560,2015-06-15,2253,[A6A6I5] ====>
9561,2015-06-15,2253,[A6A6I5] ====>
9562,2015-06-15,2253,[A6A6I5] ====>
9563,2015-06-15,2253,[A6A6I5] ====>
9564,2015-06-15,2253,[A6A6I5] ====>
9565,2015-06-15,2253,[A6A6I5] ====>
9566,2015-06-15,2253,[A6A6I5] ====>
9567,2015-06-15,2253,[A6A6I5] ====>
9568,2015-06-15,2253,[A6A6I5] ====>
9569,2015-06-15,2253,[A6A6I5] ====>
9570,2015-06-15,2253,[A6A6I5] ====>
9571,2015-06-15,2253,[A6A6I5] ====>
9572,2015-06-16,2254,[A6A6I5] ====>
9573,2015-06-16,2254,[A6A6I5] ====>
9574,2015-06-16,2254,[A6A6I5] ====>
9575,2015-06-16,2254,[A6A6I5] ====>
9576,2015-06-16,2254,[A6A6I5] ====>
9577,2015-06-16,2254,[A6A6I5] ====>
9578,2015-06-16,2254,[A6A6I5] ====>
9579,2015-06-16,2254,[A6A6I5] ====>
9580,2015-06-16,2254,[A6A6I5] ====>
9581,2015-06-17,2255,[A6A6I5] ====>
9582,2015-06-17,2255,[A6A6I5] ====>
9583,2015-06-17,2255,[A6A6I5] ====>
9584,2015-06-17,2255,[A6A6I5] ====>
9585,2015-06-17,2255,[A6A6I5] ====>
9586,2015-06-18,2256,[A6A6I5] ====>
9587,2015-06-18,2256,[A6A6I5] ====>
9588,2015-06-18,2256,[A6A6I5] ====>
9589,2015-06-18,2256,[A6A6I5] ====>
9590,2015-06-18,2256,[A6A6I5] ====>
9591,2015-06-18,2256,[A6A6I5] ====>
9592,2015-06-18,2256,[A6A6I5] ====>
9593,2015-06-21,2259,[A6A6I5] ====>
9594,2015-06-21,2259,[A6A6I5] ====>
9595,2015-06-21,2259,[A6A6I5] ====>
9596,2015-06-22,2260,[A6A6I5] ====>
9597,2015-06-22,2260,[A6A6I5] ====>
9598,2015-06-22,2260,[A6A6I5] ====>
9599,2015-06-22,2260,[A6A6I5] ====>
9600,2015-06-23,2261,[A6A6I5] ====>
9601,2015-06-23,2261,[A6A6I5] ====>
9602,2015-06-23,2261,[A6A6I5] ====>
9603,2015-06-23,2261,[A6A6I5] ====>
9604,2015-06-23,2261,[A6A6I5] ====>
9605,2015-06-23,2261,[A6A6I5] ====>
9606,2015-06-23,2261,[A6A6I5] ====>
9607,2015-06-23,2261,[A6A6I5] ====>
9608,2015-06-23,2261,[A6A6I5] ====>
9609,2015-06-23,2261,[A6A6I5] ====>
9610,2015-06-23,2261,[A6A6I5] ====>
9611,2015-06-23,2261,[A6A6I5] ====>
9612,2015-06-23,2261,[A6A6I5] ====>
9613,2015-06-24,2262,[A6A6I5] ====>
9614,2015-06-24,2262,[A6A6I5] ====>
9615,2015-06-24,2262,[A6A6I5] ====>
9616,2015-06-24,2262,[A6A6I5] ====>
9617,2015-06-24,2262,[A6A6I5] ====>
9618,2015-06-24,2262,[A6A6I5] ====>
9619,2015-06-24,2262,[A6A6I5] ====>
9620,2015-06-24,2262,[A6A6I5] ====>
9621,2015-06-24,2262,[A6A6I5] ====>
9622,2015-06-24,2262,[A6A6I5] ====>
9623,2015-06-24,2262,[A6A6I5] ====>
9624,2015-06-24,2262,[A6A6I5] ====>
9625,2015-06-25,2263,[A6A6I5] ====>
9626,2015-06-25,2263,[A6A6I5] ====>
9627,2015-06-25,2263,[A6A6I5] ====>
9628,2015-06-25,2263,[A6A6I5] ====>
9629,2015-06-25,2263,[A6A6I5] ====>
9630,2015-06-25,2263,[A6A6I5] ====>
9631,2015-06-25,2263,[A6A6I5] ====>
9632,2015-06-25,2263,[A6A6I5] ====>
9633,2015-06-28,2266,[A6A6I5] ====>
9634,2015-06-28,2266,[A6A6I5] ====>
9635,2015-06-28,2266,[A6A6I5] ====>
9636,2015-06-28,2266,[A6A6I5] ====>
9637,2015-06-28,2266,[A6A6I5] ====>
9638,2015-06-28,2266,[A6A6I5] ====>
9639,2015-06-28,2266,[A6A6I5] ====>
9640,2015-06-28,2266,[A6A6I5] ====>
9641,2015-06-28,2266,[A6A6I5] ====>
9642,2015-06-28,2266,[A6A6I5] ====>
9643,2015-06-28,2266,[A6A6I5] ====>
9644,2015-06-28,2266,[A6A6I5] ====>
9645,2015-06-28,2266,[A6A6I5] ====>
9646,2015-06-28,2266,[A6A6I5] ====>
9647,2015-06-28,2266,[A6A6I5] ====>
9648,2015-06-28,2266,[A6A6I5] ====>
9649,2015-06-28,2266,[A6A6I5] ====>
9650,2015-06-28,2266,[A6A6I5] ====>
9651,2015-06-28,2266,[A6A6I5] ====>
9652,2015-06-28,2266,[A6A6I5] ====>
9653,2015-06-28,2266,[A6A6I5] ====>
9654,2015-06-28,2266,[A6A6I5] ====>
9655,2015-06-28,2266,[A6A6I5] ====>
9656,2015-06-28,2266,[A6A6I5] ====>
9657,2015-06-28,2266,[A6A6I5] ====>
9658,2015-06-28,2266,[A6A6I5] ====>
9659,2015-06-28,2266,[A6A6I5] ====>
9660,2015-06-28,2266,[A6A6I5] ====>
9661,2015-06-28,2266,[A6A6I5] ====>
9662,2015-06-28,2266,[A6A6I5] ====>
9663,2015-06-28,2266,[A6A6I5] ====>
9664,2015-06-28,2266,[A6A6I5] ====>
9665,2015-06-28,2266,[A6A6I5] ====>
9666,2015-06-29,2267,[A6A6I5] ====>
9667,2015-06-29,2267,[A6A6I5] ====>
9668,2015-06-29,2267,[A6A6I5] ====>
9669,2015-06-29,2267,[A6A6I5] ====>
9670,2015-06-29,2267,[A6A6I5] ====>
9671,2015-06-29,2267,[A6A6I5] ====>
9672,2015-06-29,2267,[A6A6I5] ====>
9673,2015-06-29,2267,[A6A6I5] ====>
9674,2015-06-29,2267,[A6A6I5] ====>
9675,2015-06-29,2267,[A6A6I5] ====>
9676,2015-06-29,2267,[A6A6I5] ====>
9677,2015-06-29,2267,[A6A6I5] ====>
9678,2015-06-29,2267,[A6A6I5] ====>
9679,2015-06-29,2267,[A6A6I5] ====>
9680,2015-06-29,2267,[A6A6I5] ====>
9681,2015-06-29,2267,[A6A6I5] ====>
9682,2015-06-29,2267,[A6A6I5] ====>
9683,2015-06-29,2267,[A6A6I5] ====>
9684,2015-06-30,2268,[A6A6I5] ====>
9685,2015-06-30,2268,[A6A6I5] ====>
9686,2015-06-30,2268,[A6A6I5] ====>
9687,2015-06-30,2268,[A6A6I5] ====>
9688,2015-06-30,2268,[A6A6I5] ====>
9689,2015-06-30,2268,[A6A6I5] ====>
9690,2015-06-30,2268,[A6A6I5] ====>
9691,2015-07-01,2269,[A6A6I5] ====>
9692,2015-07-01,2269,[A6A6I5] ====>
9693,2015-07-01,2269,[A6A6I5] ====>
9694,2015-07-01,2269,[A6A6I5] ====>
9695,2015-07-01,2269,[A6A6I5] ====>
9696,2015-07-01,2269,[A6A6I5] ====>
9697,2015-07-01,2269,[A6A6I5] ====>
9698,2015-07-01,2269,[A6A6I5] ====>
9699,2015-07-01,2269,[A6A6I5] ====>
9700,2015-07-01,2269,[A6A6I5] ====>
9701,2015-07-01,2269,[A6A6I5] ====>
9702,2015-07-01,2269,[A6A6I5] ====>
9703,2015-07-01,2269,[A6A6I5] ====>
9704,2015-07-02,2270,[A6A6I5] ====>
9705,2015-07-02,2270,[A6A6I5] ====>
9706,2015-07-02,2270,[A6A6I5] ====>
9707,2015-07-02,2270,[A6A6I5] ====>
9708,2015-07-02,2270,[A6A6I5] ====>
9709,2015-07-02,2270,[A6A6I5] ====>
9710,2015-07-02,2270,[A6A6I5] ====>
9711,2015-07-05,2273,[A6A6I5] ====>
